	sample1	sample2	sample3	sample4	sample5	sample6	sample7
K10047	1.75257E-06	1.21448E-06	3.22285E-08	1.3733E-07	3.65023E-08	2.05526E-06	5.57104E-08
K10048	9.83661E-07	5.03975E-07	3.47081E-07	1.34047E-06	4.31571E-07	3.48844E-07	4.83986E-07
K10049	1.64411E-07	1.12525E-06	1.94017E-07	1.57709E-08	2.30355E-07	3.09576E-09	0
K10050	1.49821E-06	1.797E-06	1.45143E-06	1.10405E-05	1.30032E-06	8.71708E-07	5.6326E-07
K10051	1.08249E-07	3.73812E-08	2.75877E-08	3.17673E-08	8.20694E-09	1.22781E-08	0
K10052	1.03047E-07	4.83391E-07	3.62026E-08	9.21335E-08	8.29772E-08	1.8441E-07	7.68091E-10
K10053	5.60041E-07	1.18135E-06	6.49998E-08	4.00677E-07	4.2246E-07	2.2818E-07	6.43695E-08
K10054	8.92619E-08	1.34432E-07	7.14966E-08	4.94359E-07	1.66112E-07	9.27848E-08	6.82267E-08
K10055	0	1.53748E-07	4.11014E-08	7.79001E-08	1.78012E-08	4.9147E-08	6.06005E-09
K10056	4.71904E-08	8.09811E-07	1.04061E-09	5.57375E-10	9.19874E-11	2.05505E-08	1.20996E-08
K10057	7.17119E-07	5.11785E-09	9.09829E-09	1.07074E-08	2.74615E-09	8.17107E-09	8.40906E-09
K10058	6.13411E-07	0	8.26557E-09	2.34721E-08	2.55421E-09	3.78839E-08	0
K10059	0	0	1.58207E-08	4.00072E-08	2.42783E-08	4.17194E-08	0
K10060	2.27235E-07	4.44516E-08	8.1134E-09	5.95833E-09	5.63701E-08	3.51165E-08	0
K10061	2.53319E-08	3.80819E-08	2.72351E-08	1.95265E-07	3.53703E-08	5.20793E-07	1.75827E-09
K10062	3.65405E-06	1.33136E-06	2.06533E-06	3.35461E-06	1.71535E-06	1.4751E-06	3.3786E-07
K10063	6.20069E-09	2.35025E-07	5.22281E-09	1.16062E-08	1.20626E-08	9.86589E-09	0
K10064	2.63867E-08	2.65323E-13	1.34297E-08	2.07048E-08	9.45421E-09	1.06502E-07	0
K10065	9.11801E-07	1.42758E-07	2.07323E-06	5.74558E-07	6.37699E-07	8.11327E-07	9.58718E-08
K10066	2.08806E-08	8.24565E-07	2.87386E-07	5.69255E-07	5.59564E-07	1.59328E-06	5.09853E-08
K10067	9.68773E-07	4.01988E-07	9.95867E-07	1.39853E-06	3.84733E-07	4.237E-07	9.19361E-08
K10068	3.87095E-06	1.77913E-06	3.26732E-06	4.56392E-06	2.04669E-06	1.67806E-06	1.02565E-06
K10069	9.6895E-08	7.77055E-09	9.73449E-10	6.219E-09	2.66137E-08	3.35011E-08	0
K10070	1.47517E-08	1.42754E-08	1.15461E-09	1.13699E-08	6.21897E-09	3.65211E-08	0
K10071	0	1.26255E-08	4.83309E-08	6.6311E-09	3.20472E-09	1.34046E-08	0
K10072	0	0	4.41462E-09	2.08069E-09	3.62102E-10	4.02152E-09	0
K10073	1.27926E-08	3.14299E-09	0	1.27486E-09	4.34469E-10	3.05348E-09	0
K10074	0	1.18912E-08	1.08033E-08	2.76399E-08	2.29042E-07	1.77694E-08	0
K10075	0	0	5.51869E-09	1.08401E-08	0	3.0355E-09	0
K10076	0	1.17923E-09	1.1686E-08	1.27313E-07	2.75704E-08	2.55502E-08	0
K10077	1.65929E-07	8.25251E-08	3.16074E-07	5.01E-07	6.45203E-07	1.69508E-07	7.25748E-08
K10078	0	0	7.36905E-09	7.13643E-09	3.96483E-09	6.70721E-09	8.92217E-10
K10079	7.03229E-08	0	6.09349E-09	3.32047E-08	2.21217E-09	1.76612E-09	0
K10080	1.47986E-06	3.3627E-06	2.7464E-07	3.6419E-07	5.51418E-07	3.18358E-07	2.92118E-08
K10081	1.41674E-08	5.6512E-08	1.00369E-08	4.34871E-08	3.50726E-08	6.32946E-08	0
K10082	6.79225E-06	1.15292E-05	1.06145E-06	5.41933E-06	9.63709E-07	6.49856E-07	1.70894E-07
K10083	6.66315E-07	7.47005E-07	1.51023E-07	4.94017E-07	3.70371E-07	5.36019E-07	1.22757E-09
K10084	1.67896E-06	3.55262E-06	6.68104E-08	5.11288E-07	4.11163E-08	1.58215E-07	3.53075E-08
K10085	1.38951E-06	3.18047E-06	1.07487E-07	3.427E-07	1.52421E-08	6.77463E-08	5.80454E-09
K10086	1.96817E-06	2.95931E-06	1.75631E-07	5.7721E-07	7.99218E-08	1.91769E-07	1.1617E-07
K10087	2.32523E-07	1.50458E-07	3.56596E-09	1.8477E-08	5.71306E-09	1.16275E-08	0
K10088	8.37559E-07	9.49431E-07	9.69768E-08	7.84348E-07	1.46546E-07	3.05732E-07	2.69665E-08
K10089	2.32166E-07	5.96879E-07	1.01444E-07	3.74334E-07	1.44897E-07	4.0679E-06	5.63073E-07
K10090	1.48087E-10	0	6.35216E-09	1.93819E-08	7.15035E-09	2.55602E-08	0
K10091	4.11901E-08	6.58911E-07	9.57421E-08	6.76455E-07	3.50132E-07	8.92053E-07	2.15859E-08
K10092	3.69189E-08	3.5E-09	4.86069E-08	5.48873E-08	1.01329E-07	1.11123E-08	1.36083E-08
K10093	4.77299E-07	1.56884E-07	4.44403E-08	3.74003E-07	1.27056E-07	2.69225E-07	1.02879E-07
K10094	6.32864E-06	1.1146E-06	0.000119224	6.24641E-05	8.92886E-05	4.68969E-07	0
K10095	6.1988E-08	1.96023E-08	1.29002E-07	1.15437E-06	2.40843E-07	1.1568E-07	0
K10096	0	0	2.86139E-09	1.21748E-13	3.09923E-10	1.84273E-09	0
K10097	0	0	0	1.63207E-09	1.23513E-09	0	0
K10098	0	4.29764E-09	1.7019E-09	3.91641E-12	1.09942E-09	7.39766E-09	0
K10099	1.10627E-09	2.6178E-08	5.5523E-08	2.27945E-07	4.72759E-08	1.20423E-07	8.86089E-09
K10100	1.52403E-07	4.28376E-12	6.2809E-09	2.50597E-08	6.78377E-09	2.24873E-08	0
K10101	0	0	4.37839E-09	4.67835E-09	3.70832E-09	4.97842E-09	0
K10102	1.07289E-07	5.63791E-08	1.90815E-07	3.79076E-07	4.14429E-07	1.74703E-07	1.73118E-07
K10103	1.80378E-07	0	4.91388E-09	1.95309E-08	2.75236E-09	4.10511E-08	0
K10104	2.81453E-06	1.96487E-06	4.42733E-06	4.65211E-06	6.62091E-06	2.17945E-06	1.53245E-06
K10105	5.25632E-07	1.11604E-06	1.07762E-07	5.58364E-07	4.30713E-07	2.05277E-06	6.77073E-09
K10106	3.68042E-07	1.64828E-06	3.85056E-08	1.84107E-07	3.67392E-08	7.54571E-08	1.22702E-06
K10107	2.3719E-05	8.10264E-07	1.60297E-05	2.51097E-05	0.000112387	1.17318E-06	3.81625E-07
K10108	0.000315877	0.000553229	0.000575553	0.000270557	0.000249233	0.000102822	0.001339519
K10109	0.000335331	0.000563793	0.000586076	0.000309189	0.000271412	0.000101473	0.001281596
K10110	0.000321635	0.000537997	0.000563628	0.000349037	0.000295073	0.000146223	0.001337977
K10111	2.41921E-05	2.41983E-05	1.27239E-05	2.72914E-05	1.75798E-05	1.39617E-05	2.81984E-05
K10112	0.000251529	0.000194108	0.000575953	0.000250612	0.000304025	0.000269809	0.001663586
K10113	9.7776E-06	1.00148E-05	4.46143E-06	2.16723E-05	9.96544E-06	3.46571E-06	1.25961E-06
K10114	1.82032E-07	1.77543E-07	6.51854E-07	2.5626E-06	7.37013E-07	4.58703E-07	1.7297E-07
K10115	3.33102E-07	6.71226E-07	1.26219E-07	6.29857E-07	3.30401E-07	1.08413E-06	2.94128E-07
K10116	3.27896E-06	4.04663E-06	2.39213E-06	4.5513E-06	7.04706E-06	3.86748E-06	4.98597E-06
K10117	6.93551E-06	7.07959E-06	0.000106949	5.87622E-05	6.00961E-05	1.47643E-05	0.00027724
K10118	1.25145E-05	3.25312E-05	9.78442E-05	6.44453E-05	5.93919E-05	3.59915E-05	0.00018589
K10119	1.5408E-05	3.22521E-05	0.000121484	7.78244E-05	6.27738E-05	2.24674E-05	0.000192323
K10120	3.89915E-06	2.58838E-06	2.39961E-05	1.00827E-05	2.66969E-05	2.84923E-06	0.000127789
K10121	3.24417E-06	1.61777E-06	1.29227E-05	8.04356E-06	1.52619E-05	4.07804E-06	8.21262E-05
K10122	4.97237E-06	2.94256E-06	1.89273E-05	9.08376E-06	2.12956E-05	3.66251E-06	8.79274E-05
K10123	0	0	0	9.05338E-09	0	0	0
K10124	4.32008E-06	8.9645E-08	5.42806E-08	1.04877E-08	6.37161E-09	9.47831E-07	6.70109E-08
K10125	4.3328E-06	1.28107E-06	1.93711E-06	5.69684E-06	4.04295E-06	2.86066E-05	4.92523E-06
K10126	7.10655E-06	1.48848E-06	5.9734E-06	1.92439E-05	1.18535E-05	0.000107792	7.66588E-06
K10127	3.53317E-08	2.55644E-10	1.06928E-08	1.68657E-08	4.34262E-09	8.02432E-09	1.33422E-07
K10128	0	0	0	1.84359E-09	7.38552E-15	1.0039E-09	0
K10129	1.30505E-07	3.20025E-08	1.11056E-07	4.4282E-07	3.08849E-07	1.9495E-07	4.75433E-08
K10130	5.42425E-07	4.94509E-07	1.19503E-08	2.69124E-07	8.85084E-09	4.94947E-08	0
K10131	0	0	5.04949E-09	1.24414E-08	5.63954E-09	1.42957E-08	0
K10132	1.17181E-06	7.20665E-07	1.03535E-06	6.83245E-06	1.13556E-06	8.99063E-07	9.16636E-08
K10133	7.73837E-06	7.96911E-06	1.39311E-06	5.91012E-06	2.07291E-06	2.65033E-07	4.53763E-08
K10134	6.65956E-07	1.74351E-06	4.09815E-09	2.18339E-08	4.55421E-09	7.8382E-09	6.07867E-09
K10135	4.56618E-07	1.52764E-07	9.68553E-07	3.02331E-06	7.39398E-06	5.04547E-07	3.48838E-07
K10136	6.12496E-07	9.08927E-07	2.1092E-07	5.07505E-08	1.18096E-06	1.40972E-07	1.2522E-07
K10137	4.24577E-07	4.68001E-07	3.77953E-08	4.81292E-07	1.10879E-07	8.98114E-08	0
K10138	7.75417E-07	3.74727E-07	2.47302E-08	1.98629E-07	1.9729E-07	8.6023E-08	8.22445E-08
K10139	2.22284E-07	6.31038E-07	7.26715E-09	1.50932E-08	2.55593E-09	8.35568E-08	0
K10140	1.79081E-06	8.37331E-07	2.36903E-07	3.57769E-07	9.46458E-08	7.72893E-08	4.82652E-07
K10141	1.85815E-06	2.64266E-06	1.73527E-07	7.20531E-07	1.6161E-07	2.78724E-07	1.40795E-08
K10142	7.72162E-09	6.11846E-09	1.87853E-08	3.44047E-08	3.321E-08	2.53839E-08	5.25665E-08
K10143	5.88973E-07	2.76323E-06	1.1074E-07	9.16889E-07	4.30498E-08	1.17914E-07	5.90341E-08
K10144	6.10184E-07	2.84688E-07	2.53855E-07	2.28021E-07	8.31955E-08	1.90298E-07	3.1236E-07
K10145	0	0	3.06819E-09	5.32818E-10	3.19097E-09	9.43659E-09	1.371E-07
K10146	2.95907E-08	0	2.64473E-09	7.75583E-09	2.42368E-09	1.12985E-09	7.87624E-09
K10147	1.35726E-07	9.66967E-07	7.65431E-08	5.94346E-07	5.12675E-08	1.00189E-07	3.31678E-08
K10148	2.12258E-06	1.0031E-06	3.03045E-08	1.98838E-07	5.74752E-08	6.15935E-08	4.69211E-08
K10149	1.73366E-07	1.92213E-07	7.14773E-07	7.78193E-08	7.32372E-06	2.86129E-07	8.43558E-08
K10150	0	0	0	3.35508E-09	6.0869E-10	9.57439E-10	0
K10151	2.22329E-07	1.68126E-06	2.28984E-07	3.5118E-07	1.17812E-07	6.14267E-08	5.91227E-09
K10152	1.48074E-07	1.13375E-06	7.11734E-09	2.4776E-08	6.52582E-09	1.26052E-08	8.93273E-08
K10153	0	1.47905E-08	7.86403E-09	9.71677E-08	6.65232E-09	3.31866E-08	0
K10154	5.12519E-07	4.37487E-07	1.96196E-07	1.2974E-06	1.4127E-07	2.73644E-07	1.44152E-07
K10155	0	6.07235E-08	1.27812E-08	3.86996E-08	3.01664E-08	8.39399E-09	2.13707E-08
K10156	0	0	0	2.08277E-09	1.68526E-08	2.75228E-09	0
K10157	5.13056E-07	8.56918E-07	1.73107E-07	2.41404E-06	2.56243E-07	1.42085E-07	1.35421E-07
K10158	7.92942E-08	1.0593E-06	1.08332E-08	6.59076E-08	1.54668E-08	3.51744E-08	4.59271E-08
K10159	6.16113E-08	2.14879E-07	3.08835E-07	3.29896E-08	1.39346E-08	6.94885E-09	1.55144E-09
K10160	6.89017E-08	1.97486E-07	1.83053E-08	2.13839E-08	3.18096E-08	1.04932E-08	4.99971E-09
K10161	9.86845E-08	1.00749E-07	3.96835E-08	1.1714E-07	1.91032E-08	2.64456E-07	1.90252E-08
K10162	2.75193E-07	3.57612E-07	2.63716E-08	1.41553E-07	2.9318E-08	1.96058E-08	0
K10163	2.95774E-07	9.66079E-09	1.2541E-07	3.48297E-06	7.23528E-08	9.84512E-08	3.15127E-08
K10164	5.50754E-07	1.75939E-07	1.36532E-07	1.41273E-06	1.8916E-07	6.19256E-08	3.0491E-07
K10165	2.97915E-08	1.07325E-08	9.50954E-09	1.34594E-07	1.42553E-08	6.45925E-08	3.58115E-09
K10166	3.00629E-07	1.08181E-07	4.89878E-08	1.96852E-07	4.46454E-08	2.69547E-07	9.82066E-10
K10167	0	2.25608E-11	8.57117E-09	1.30592E-14	1.32998E-09	6.6584E-10	0
K10168	3.73171E-07	2.68535E-07	2.55153E-08	8.80102E-08	1.76019E-08	9.8316E-08	1.43644E-08
K10169	6.4129E-08	1.60293E-08	1.74344E-14	6.40177E-09	1.34527E-09	4.83938E-08	0
K10170	1.24461E-07	3.6173E-07	4.23742E-09	3.40477E-08	7.58617E-09	1.05958E-07	5.45509E-06
K10171	3.40356E-09	8.9593E-08	8.21116E-09	2.04956E-08	4.40689E-09	2.40482E-08	0
K10172	5.059E-07	9.99371E-07	1.52245E-07	7.33403E-07	1.55505E-07	1.07862E-06	1.45926E-09
K10173	6.71959E-08	1.53612E-07	1.13046E-07	6.76206E-07	1.39999E-07	1.68036E-07	2.97967E-08
K10174	7.84787E-08	1.60902E-07	2.52034E-08	5.08102E-08	2.79382E-09	7.92845E-09	0
K10175	1.21892E-06	2.44564E-06	6.01319E-07	3.13137E-06	9.47576E-07	9.0979E-07	7.87692E-07
K10176	3.87801E-07	5.59157E-07	1.78298E-07	1.06958E-06	2.52789E-07	1.79344E-07	3.55101E-08
K10177	4.59376E-07	9.55303E-07	4.84798E-07	7.52227E-07	3.99009E-07	1.19632E-07	4.41905E-08
K10178	7.95297E-09	9.68768E-08	1.85092E-08	1.35771E-07	1.2355E-08	8.98771E-08	2.1781E-07
K10179	2.58478E-09	1.90043E-07	2.65736E-10	2.99822E-09	1.50242E-09	4.18983E-08	1.00202E-09
K10180	1.62666E-07	1.99076E-07	1.11672E-07	4.80556E-07	1.85263E-07	2.20536E-07	2.67561E-07
K10181	1.96004E-07	8.04554E-07	1.75164E-08	9.89492E-08	1.95295E-08	3.40616E-08	0
K10182	9.38107E-10	4.85925E-07	9.68735E-10	6.90862E-09	2.03964E-08	1.41069E-08	1.08414E-08
K10183	1.21836E-07	2.24182E-07	5.78793E-08	8.26305E-07	8.59701E-08	1.47617E-07	9.24504E-08
K10184	4.71549E-08	1.60087E-07	1.16835E-08	1.94082E-07	2.08516E-08	1.46153E-07	1.76649E-07
K10185	5.24904E-07	3.18576E-06	4.5743E-08	1.6112E-07	2.42102E-08	4.09708E-08	1.06561E-07
K10186	6.74991E-09	8.72104E-08	1.4594E-08	7.02285E-08	8.09712E-09	5.0961E-08	0
K10187	1.64606E-07	0	0	6.69155E-09	5.16995E-10	3.75102E-09	0
K10188	4.66618E-06	4.84136E-06	3.69192E-06	9.61445E-06	1.12292E-05	4.83157E-05	1.17022E-05
K10189	2.76855E-05	5.23739E-05	8.86314E-06	2.37684E-05	2.26694E-05	6.89818E-05	3.74848E-05
K10190	2.23405E-05	4.59106E-05	4.47721E-06	1.47166E-05	1.47682E-05	3.44947E-05	2.31063E-05
K10191	6.27874E-07	8.78235E-07	2.39182E-07	6.72923E-07	6.04513E-07	5.91739E-07	3.62663E-07
K10192	8.83429E-07	1.86694E-07	5.62774E-07	1.66612E-06	9.4159E-07	1.35477E-05	6.93878E-07
K10193	5.86149E-06	9.32951E-06	2.61691E-06	1.14729E-05	4.03384E-06	3.54442E-05	2.16877E-06
K10194	3.61871E-06	3.76642E-06	1.53323E-06	4.23573E-06	4.51332E-06	3.50943E-05	1.64107E-06
K10195	3.659E-06	3.54986E-06	1.57071E-06	5.75012E-06	3.44649E-06	1.86762E-06	7.37697E-07
K10196	2.1397E-08	2.34982E-08	1.80192E-08	2.32593E-07	4.01842E-08	2.93575E-08	4.04173E-07
K10197	2.61834E-08	2.06797E-08	3.021E-08	2.4462E-07	4.36403E-08	1.84289E-07	6.31312E-08
K10198	1.75615E-08	7.4039E-08	1.76721E-07	8.20264E-07	1.67706E-07	4.0414E-07	3.15703E-07
K10199	2.30111E-06	4.73019E-06	1.01645E-06	2.08376E-06	2.78468E-06	1.71379E-06	1.09415E-05
K10200	0.000223473	0.000515128	4.69371E-06	4.78765E-06	7.78154E-06	1.54922E-05	1.13429E-06
K10201	0.000137756	0.000294986	2.50214E-06	2.58627E-06	6.835E-06	6.78134E-06	2.44977E-06
K10202	0.000142514	0.000312217	3.12116E-06	4.12207E-06	8.32423E-06	1.24407E-05	7.28157E-07
K10203	5.27778E-07	2.17195E-06	4.91827E-08	2.20786E-07	8.79759E-09	5.924E-08	9.76988E-08
K10205	5.19032E-07	1.45834E-06	6.44982E-08	6.01937E-07	1.0703E-07	9.49175E-08	1.13645E-07
K10206	2.32201E-05	1.08996E-05	4.43101E-05	6.04563E-05	0.000190713	0.000730959	1.88863E-05
K10207	8.4117E-08	3.12929E-07	1.64438E-07	1.76603E-07	1.9144E-07	3.31931E-07	3.49387E-08
K10208	2.7832E-05	3.776E-06	2.27146E-08	1.2695E-08	7.39254E-09	4.41471E-09	4.94187E-08
K10209	2.94295E-05	5.7856E-06	3.77924E-07	1.78179E-06	1.17635E-07	1.7606E-07	2.74052E-07
K10210	2.96854E-05	5.57776E-06	1.44568E-07	4.38799E-08	9.00269E-09	2.86884E-08	8.28313E-08
K10211	2.5559E-05	3.33146E-06	1.54907E-07	5.15803E-07	1.19763E-06	2.02711E-07	0
K10212	2.00411E-05	2.05799E-06	1.77369E-08	7.88033E-09	4.55846E-09	1.61846E-06	3.75864E-08
K10213	1.45421E-05	6.28922E-06	3.35322E-06	1.66528E-05	9.27567E-06	2.57613E-06	8.8992E-06
K10214	1.07046E-07	5.22279E-07	2.99053E-08	1.71364E-07	1.06244E-08	9.24289E-09	4.84617E-09
K10215	1.96256E-06	7.50423E-07	2.25608E-07	2.22553E-07	6.55865E-08	7.72215E-08	7.31362E-07
K10216	8.6272E-08	5.40411E-09	2.03933E-09	1.42664E-09	1.28653E-08	1.40811E-08	8.40245E-10
K10217	2.07355E-06	6.49472E-07	4.47108E-07	1.52842E-06	2.39519E-07	2.69733E-07	2.6299E-07
K10218	6.22755E-07	4.38833E-07	9.33267E-08	1.35884E-07	4.12731E-08	1.07481E-06	7.24456E-07
K10219	1.31235E-06	2.97135E-06	3.45828E-07	5.17289E-07	1.62689E-07	1.33223E-06	1.2154E-07
K10220	1.11419E-06	6.714E-07	3.27543E-07	1.9534E-07	4.50424E-07	1.55102E-07	1.63496E-06
K10221	1.43788E-07	3.87066E-07	1.12846E-07	1.15597E-07	8.73005E-09	5.36082E-08	2.95878E-07
K10222	1.97708E-08	2.36444E-08	3.67146E-08	1.20843E-07	1.27816E-07	1.64454E-07	2.34491E-07
K10223	1.01436E-07	1.4912E-08	5.06133E-08	3.11394E-08	6.12172E-08	3.89152E-08	1.21436E-07
K10224	1.42475E-08	1.25467E-07	5.59245E-08	2.92267E-07	2.75132E-08	2.66331E-07	4.21175E-09
K10225	8.09892E-08	1.46916E-08	1.24195E-08	1.54223E-07	2.43562E-08	7.88955E-08	3.71708E-11
K10226	2.09999E-07	8.4094E-07	1.62247E-08	1.70355E-08	3.95604E-09	3.83216E-08	3.45984E-09
K10227	8.21409E-07	7.49197E-07	4.06328E-07	1.48718E-06	1.03032E-06	1.33355E-06	1.45511E-06
K10228	2.63519E-06	3.17742E-06	1.1825E-06	3.20438E-06	1.74539E-06	2.2825E-06	1.18174E-05
K10229	6.74007E-06	6.41507E-06	7.95533E-07	1.74059E-06	3.95404E-06	2.05863E-06	2.02042E-06
K10230	1.04864E-05	1.16875E-05	3.56994E-06	9.07927E-06	6.24175E-06	5.41514E-06	1.98906E-05
K10231	0.000160151	0.000280885	4.65387E-06	4.32658E-05	5.658E-06	2.92724E-05	4.60805E-05
K10232	8.03952E-06	3.64575E-06	3.14754E-06	3.30554E-05	8.09588E-07	6.66701E-06	8.21401E-08
K10233	5.44697E-06	8.38082E-06	1.05084E-06	3.22009E-06	1.58775E-06	5.0576E-06	5.56544E-07
K10234	2.41067E-06	2.6929E-06	5.7568E-07	2.38291E-06	1.06212E-06	2.61731E-06	8.47891E-07
K10235	3.57909E-06	5.23805E-06	1.62995E-06	2.03141E-06	2.48686E-06	2.22379E-06	4.89905E-06
K10236	3.48401E-07	8.00937E-08	1.10244E-06	7.48657E-06	2.99778E-07	2.28703E-07	3.43828E-07
K10237	2.4275E-05	1.30875E-05	9.08838E-07	9.80928E-06	6.80148E-07	1.36359E-06	1.59991E-07
K10238	9.80944E-06	1.23219E-05	5.23247E-07	6.5569E-06	4.66321E-07	1.12564E-06	8.40037E-08
K10239	1.1371E-06	8.24483E-07	4.05899E-07	7.14142E-07	7.66633E-07	2.28302E-06	6.39717E-07
K10240	9.98876E-06	2.51637E-05	3.19468E-07	3.96136E-06	2.01407E-07	1.81645E-07	8.62539E-07
K10241	1.3593E-05	2.87478E-05	1.25158E-06	1.01956E-05	1.90592E-06	4.67734E-06	4.42185E-06
K10242	6.66184E-06	1.14295E-05	4.71039E-07	4.4526E-06	1.05314E-06	1.64098E-06	1.281E-06
K10243	0.000394813	0.000561916	3.30297E-05	0.000241763	8.22856E-05	1.32894E-05	9.79554E-05
K10244	3.14193E-06	5.6976E-06	7.92484E-07	5.29787E-06	2.20769E-06	1.9785E-06	6.89947E-07
K10245	2.79229E-06	3.20895E-06	3.35717E-08	7.92052E-08	3.37075E-08	9.57638E-08	6.00122E-07
K10246	6.29031E-06	5.38711E-06	2.11926E-08	5.64239E-08	4.62886E-08	5.61961E-07	3.78476E-07
K10247	2.06122E-07	1.77553E-06	1.13819E-08	4.42816E-08	5.25667E-09	1.513E-08	0
K10248	6.2144E-07	2.76438E-06	1.00425E-08	8.93743E-09	3.69344E-08	2.72462E-07	0
K10249	5.99953E-06	7.63159E-06	7.60415E-08	6.45201E-08	2.09985E-08	5.8539E-08	1.0078E-06
K10250	3.03996E-07	3.93072E-06	1.0169E-07	6.65333E-08	2.51206E-08	1.07655E-08	1.50287E-08
K10251	9.9776E-06	1.3419E-05	7.38109E-07	1.13977E-06	4.1591E-07	9.65997E-07	7.49743E-07
K10252	3.06747E-07	3.66552E-07	8.5186E-08	5.02559E-07	1.35526E-07	8.36488E-08	6.07819E-08
K10253	5.42069E-07	5.51787E-08	1.64884E-07	1.2492E-07	1.61182E-08	9.07406E-07	2.56569E-06
K10254	0.000344027	0.000702472	2.23415E-05	4.85949E-05	8.33895E-05	0.000164414	0.001349894
K10255	9.11784E-07	6.37394E-07	2.5899E-07	2.10475E-07	1.67437E-07	5.95432E-07	1.7607E-07
K10256	2.49031E-05	3.41321E-05	2.07991E-07	4.58557E-07	1.05411E-07	1.41123E-06	1.96086E-06
K10257	1.28192E-06	3.56346E-07	1.58356E-07	1.74578E-06	2.53889E-07	1.48511E-07	2.43919E-06
K10258	2.56999E-05	3.52785E-05	2.33685E-07	4.99298E-07	5.90036E-07	8.11827E-07	9.59988E-07
K10259	7.66319E-06	1.0641E-05	1.19811E-07	3.29203E-07	4.01117E-07	1.38502E-07	8.63738E-07
K10260	4.44641E-06	7.49872E-06	2.1946E-07	1.43531E-06	2.22666E-07	1.26294E-06	1.31354E-07
K10261	1.27851E-07	2.50776E-07	5.75815E-08	5.37991E-08	8.84273E-09	2.06379E-08	3.36532E-08
K10262	6.06412E-07	1.0113E-06	7.72703E-08	4.47287E-07	1.02519E-07	2.16126E-07	1.74889E-08
K10263	3.87959E-07	2.96846E-06	2.05047E-08	5.92177E-08	2.14104E-08	1.01612E-07	1.5752E-08
K10264	3.46082E-07	2.11632E-07	1.74332E-07	5.71988E-07	6.61893E-08	4.72067E-08	6.54999E-07
K10265	1.06557E-10	2.6318E-08	4.24285E-09	1.40281E-07	1.17172E-08	1.56218E-08	5.03051E-08
K10266	6.25575E-07	2.47821E-07	2.13059E-08	2.99378E-07	7.98115E-09	8.30865E-08	7.30217E-07
K10267	3.51285E-07	1.51831E-07	5.3892E-08	2.64185E-07	4.8331E-08	1.69338E-06	3.01712E-08
K10268	1.4799E-06	3.60167E-06	2.45673E-07	1.34075E-06	2.74252E-07	3.1638E-07	2.28737E-07
K10269	1.2228E-07	2.10773E-09	9.59641E-09	2.33191E-09	9.6603E-10	9.28283E-10	0
K10270	4.62253E-08	8.88457E-08	5.45913E-09	2.1694E-08	7.66323E-09	3.16492E-08	2.74195E-08
K10271	8.02878E-08	4.11918E-08	2.13548E-08	6.78658E-08	1.72567E-07	8.42851E-08	0
K10272	3.4538E-07	1.88224E-07	2.93836E-07	2.28049E-06	4.38155E-07	1.93788E-07	1.57574E-08
K10273	2.32532E-07	3.38432E-07	1.14857E-07	3.46099E-07	6.15157E-08	9.55037E-07	4.44326E-08
K10274	1.10697E-08	2.29785E-09	4.08782E-08	5.69187E-08	2.07509E-07	2.76017E-08	2.90525E-07
K10275	6.68952E-07	6.51224E-07	1.87151E-08	1.04701E-07	7.83568E-08	9.53501E-08	4.25913E-09
K10276	2.71995E-06	5.17392E-06	2.62854E-07	1.48681E-06	3.2833E-07	6.48863E-07	1.02619E-06
K10278	2.18708E-07	1.70928E-07	7.92307E-09	5.3927E-08	3.45856E-09	6.94567E-09	7.55667E-08
K10279	4.4033E-07	6.2362E-08	1.47833E-08	2.33848E-08	9.5204E-08	2.63812E-07	8.85175E-09
K10280	3.87408E-07	2.90362E-06	6.37171E-09	1.76455E-09	1.56919E-09	7.75327E-10	0
K10281	6.0582E-07	1.28039E-06	3.07186E-07	1.66242E-06	4.89463E-07	4.18502E-07	2.16573E-07
K10282	1.24802E-06	1.56331E-06	2.97213E-07	1.71969E-06	2.55665E-07	5.47717E-07	1.22735E-07
K10283	4.46098E-07	3.23825E-07	3.54146E-07	1.46886E-06	3.11774E-07	6.05851E-07	7.05337E-08
K10284	9.5211E-10	1.79132E-08	5.86369E-08	2.81844E-07	1.34188E-07	9.31613E-08	5.90742E-08
K10285	2.23716E-06	7.56619E-07	1.3165E-07	1.13143E-06	1.47183E-07	1.78679E-07	1.41354E-11
K10287	3.5548E-08	4.96486E-10	0	5.42571E-10	1.75693E-10	4.49424E-10	0
K10288	9.02241E-08	9.33262E-09	1.01061E-07	7.68245E-07	1.23871E-07	3.31735E-08	1.01068E-09
K10289	1.18136E-07	1.02419E-07	1.17254E-07	6.24981E-07	1.1605E-07	1.15174E-07	3.18543E-08
K10290	2.83213E-07	7.39858E-08	7.40092E-09	2.65278E-08	2.98204E-08	5.01612E-08	3.67984E-09
K10291	7.45955E-07	1.45322E-06	3.7295E-07	2.45595E-06	7.86674E-07	3.88259E-07	1.07239E-07
K10292	3.72933E-08	6.16154E-08	1.11822E-08	1.68731E-07	2.98572E-08	3.4997E-07	1.04105E-07
K10293	6.07083E-05	1.82558E-06	2.75504E-06	2.45767E-06	3.19134E-07	6.87887E-07	1.59698E-05
K10294	3.2299E-07	1.31172E-07	3.9791E-09	4.20553E-09	8.76905E-10	7.61015E-09	0
