	sample1	sample2	sample3	sample4	sample5	sample6	sample7
K09799	7.09882E-05	4.55483E-06	1.46571E-05	7.67424E-05	1.91838E-05	1.37997E-06	4.78537E-07
K09800	3.49603E-05	7.7171E-06	0.00019754	0.000157787	0.000268697	4.25217E-06	1.83867E-06
K09801	5.9959E-05	2.27573E-05	0.000168209	0.000132309	0.00017824	2.66664E-06	1.06933E-06
K09802	1.32624E-05	1.79224E-06	0.000145566	0.000100456	0.000136015	1.09825E-06	4.38239E-09
K09803	1.21059E-05	4.34171E-06	1.59874E-05	8.21178E-05	2.72912E-05	3.33381E-05	3.12449E-05
K09804	1.18076E-06	9.95884E-07	2.21788E-06	1.48758E-05	2.00399E-05	1.71005E-08	0
K09805	6.01673E-06	2.98934E-07	3.02467E-06	1.61123E-05	5.55666E-06	4.9794E-06	5.04604E-07
K09806	1.24935E-05	1.84664E-06	2.86549E-05	9.26478E-05	8.02138E-05	1.38988E-06	1.7164E-06
K09807	1.36996E-05	1.79086E-05	2.638E-05	7.82073E-05	0.00011411	0.000183498	4.44569E-06
K09808	0.00011863	3.95809E-05	0.000337763	0.000414016	0.000383492	0.000231603	1.34575E-05
K09809	5.33564E-05	3.38963E-05	5.27518E-06	1.09838E-05	6.1509E-06	1.97004E-05	3.18031E-05
K09810	0.000229593	0.00020604	0.000420473	0.00053169	0.000506932	0.00066717	0.000111725
K09811	0.000525336	0.000707027	0.000684055	0.000636085	0.000646612	0.000617916	9.63726E-05
K09812	0.000692377	0.000764257	0.000741516	0.000815594	0.000795856	0.000706819	0.000196403
K09813	6.95875E-05	4.79981E-05	1.29881E-07	1.53754E-07	6.13783E-08	1.25579E-08	6.67256E-07
K09814	7.52256E-05	5.34682E-05	1.69176E-06	1.02769E-06	2.97888E-06	1.64541E-06	3.38055E-06
K09815	0.000445412	0.00028443	0.001212701	0.000616007	0.000803226	0.000486229	0.00022884
K09816	0.000322056	0.000158851	0.00079127	0.000536787	0.000724108	0.000520151	0.000240005
K09817	0.00035803	0.000243799	0.00086786	0.000522515	0.000722727	0.000526543	0.000302608
K09818	0.000200331	0.000102095	0.000511591	0.000289502	0.000280252	5.45997E-06	6.94947E-06
K09819	0.000550625	0.000554607	0.000611421	0.000352322	0.000438485	1.32502E-05	4.61321E-05
K09820	0.000384	0.000436665	0.000540579	0.000295249	0.000308099	2.76285E-05	4.4392E-05
K09821	0	2.32475E-08	6.28124E-08	1.05248E-07	9.42019E-08	1.65801E-07	9.64487E-09
K09822	9.41752E-05	6.52837E-05	3.64527E-07	4.57783E-07	2.45525E-07	1.75545E-07	3.44613E-07
K09823	7.37449E-05	5.83225E-06	1.95002E-05	7.01317E-05	6.1226E-05	1.95175E-06	2.65494E-06
K09824	1.92787E-05	3.49224E-06	0.000321365	0.000282194	0.000316389	5.00594E-06	3.56797E-07
K09825	0.00014741	8.0198E-05	9.67002E-05	0.00017186	0.000346169	0.000330609	0.000131597
K09826	7.94202E-07	1.06988E-07	2.98624E-07	9.45117E-07	7.41195E-07	1.90016E-06	4.28506E-06
K09827	2.00256E-05	2.47634E-05	1.89542E-07	2.5512E-07	1.57403E-06	2.9981E-08	4.56662E-07
K09828	1.02442E-07	1.91457E-07	1.44872E-08	7.17777E-08	4.63434E-08	2.85871E-08	7.46693E-08
K09829	1.74981E-05	2.10121E-05	4.53795E-07	1.90793E-07	1.55051E-07	3.02859E-07	3.48697E-07
K09830	1.46714E-05	1.58415E-05	6.63481E-08	1.38651E-07	4.1167E-08	2.9859E-07	6.44158E-07
K09831	1.34489E-05	1.49709E-05	3.26978E-08	5.98725E-08	3.75506E-09	3.07048E-09	1.99487E-07
K09832	5.1127E-07	5.45863E-07	7.76561E-09	2.93999E-08	1.56838E-09	7.19895E-10	2.9304E-09
K09833	1.63191E-09	1.0826E-08	1.93866E-07	8.63857E-09	9.18478E-08	4.37353E-08	0
K09834	1.83519E-07	4.94895E-08	1.67725E-07	1.15633E-06	3.25317E-07	4.775E-07	3.52199E-08
K09835	2.68081E-06	1.71757E-06	1.7656E-06	8.72449E-06	3.44673E-06	5.84535E-06	1.19619E-05
K09836	2.14738E-07	2.00996E-08	6.12647E-08	4.42152E-07	1.69245E-08	6.39672E-08	8.99932E-08
K09837	1.84532E-07	1.79002E-07	1.4904E-08	6.32243E-08	1.04741E-08	1.47177E-08	1.17201E-08
K09838	3.7115E-09	5.38982E-09	3.40768E-09	3.29444E-08	1.27035E-08	3.18771E-09	3.78001E-09
K09839	0	1.9888E-11	5.98372E-08	2.40874E-08	1.87587E-07	1.4598E-08	0
K09840	1.73703E-06	7.14802E-08	1.47553E-08	8.90245E-08	4.70861E-09	4.12799E-09	3.18783E-09
K09841	6.31198E-07	2.32301E-07	1.37331E-07	2.53471E-07	2.82901E-07	4.43847E-07	7.04503E-08
K09842	6.9445E-09	2.1595E-09	4.92574E-09	6.1586E-09	1.41725E-09	1.86534E-09	0
K09843	2.48784E-09	1.74972E-07	2.87352E-08	5.3462E-08	3.91057E-09	2.99402E-09	7.97229E-08
K09844	1.02195E-07	4.05524E-08	2.96031E-07	1.26249E-06	9.75172E-07	2.06763E-07	1.1458E-07
K09845	2.40536E-06	2.7595E-06	2.51315E-07	8.1149E-07	2.41079E-07	2.50044E-07	2.04284E-07
K09846	4.80978E-07	1.26665E-07	4.59115E-08	3.84708E-07	9.31975E-08	4.38746E-08	0
K09847	3.15885E-08	9.98706E-08	3.11007E-07	6.27656E-07	1.55859E-07	4.20162E-07	2.41449E-09
K09848	1.00073E-07	2.94879E-08	5.63433E-07	1.74435E-06	1.48102E-07	1.73945E-07	5.02454E-09
K09849	2.52707E-07	1.52031E-07	1.09289E-07	6.778E-07	1.08136E-07	1.66805E-07	2.69218E-08
K09850	8.15578E-07	1.47886E-06	1.05281E-07	2.59618E-07	6.59016E-08	7.2219E-08	0
K09851	0	2.84265E-07	3.04776E-08	3.22051E-07	1.97843E-07	4.49267E-08	0
K09852	3.47289E-08	1.26915E-07	1.10326E-08	3.09756E-08	6.73346E-08	1.08223E-07	0
K09853	1.33549E-07	1.08496E-07	3.98234E-08	6.45183E-07	1.97807E-08	9.60505E-08	0
K09854	3.10446E-08	1.45208E-07	1.50137E-09	1.40808E-08	5.2463E-09	8.2659E-09	5.65691E-08
K09855	3.76912E-07	1.2803E-07	1.81255E-07	1.71762E-06	5.23419E-07	2.90582E-07	1.23213E-07
K09856	4.02788E-07	2.33256E-08	7.70403E-08	3.4206E-08	2.38594E-08	1.20219E-07	6.19752E-08
K09857	4.56146E-06	4.44729E-07	1.04081E-05	2.43373E-05	3.25523E-05	1.46248E-06	2.40901E-06
K09858	0.000397002	0.000505219	0.000308376	0.000387439	0.000317351	2.23093E-05	9.76107E-06
K09859	1.98915E-06	5.62151E-07	1.96544E-07	1.21862E-06	7.34175E-08	2.23467E-06	7.62371E-08
K09860	6.90891E-07	1.55399E-08	2.91181E-06	1.30793E-05	2.22957E-05	1.0715E-07	1.41189E-07
K09861	0.000307531	0.000110289	0.000758074	0.000619905	0.000668117	0.000540208	0.000777191
K09862	7.41009E-05	3.51225E-06	0.000186017	0.000177697	0.000186568	2.32485E-05	1.53017E-06
K09863	5.91275E-08	1.88729E-07	4.84688E-08	2.76093E-07	5.01495E-07	7.51378E-08	3.90515E-08
K09864	0	1.41721E-07	6.78949E-08	1.15842E-07	2.66101E-07	5.49633E-07	1.40553E-07
K09865	1.22207E-09	1.88116E-07	3.43336E-08	4.33354E-08	1.00187E-07	1.12495E-07	3.94331E-08
K09866	5.17999E-08	4.7719E-07	2.74808E-07	5.62272E-07	1.9408E-07	6.30288E-08	1.11388E-07
K09867	4.49503E-07	3.02378E-07	2.50774E-07	1.35402E-06	2.90278E-07	3.16927E-07	1.59467E-07
K09868	0	9.28805E-08	7.42511E-09	9.00038E-09	8.44906E-08	2.33392E-08	4.18402E-09
K09869	0	2.92902E-07	3.54898E-08	3.68981E-08	2.85376E-07	4.10593E-08	7.37164E-08
K09870	0	1.91915E-08	7.17792E-09	4.04622E-08	1.22695E-08	5.30453E-08	8.89912E-08
K09871	1.24878E-07	8.52569E-08	2.06611E-08	9.04847E-08	9.61627E-09	1.16498E-07	0
K09872	6.0258E-07	2.26437E-08	1.44328E-07	6.09598E-07	1.15529E-06	2.00021E-07	5.07087E-08
K09873	8.5106E-07	9.27991E-07	1.0203E-07	3.38164E-07	8.58424E-07	1.12236E-07	5.89592E-07
K09874	1.40656E-06	1.17976E-07	2.20289E-07	1.31417E-06	1.65061E-06	2.91129E-08	8.89235E-07
K09875	5.25235E-08	0	0	1.12191E-08	2.07632E-09	2.46195E-07	0
K09876	8.23738E-07	9.03788E-07	4.36459E-08	7.75997E-08	3.06931E-07	3.8465E-08	1.85153E-07
K09877	9.73681E-07	2.52065E-06	1.50301E-06	4.85458E-07	1.25762E-06	1.415E-07	4.15646E-07
K09878	7.69166E-08	6.63453E-08	1.79841E-08	2.43386E-08	2.94627E-08	3.60951E-09	3.93397E-10
K09879	2.55046E-06	5.74043E-07	1.11737E-07	5.99004E-07	1.45743E-07	1.73636E-07	7.97339E-09
K09880	7.21592E-06	1.53133E-06	2.32152E-07	5.23801E-07	5.52048E-07	7.53803E-07	1.12137E-06
K09881	7.51386E-09	1.26153E-07	2.73058E-09	9.77953E-08	1.20655E-08	2.49567E-07	1.65524E-08
K09882	3.37062E-06	3.17964E-06	3.53677E-07	1.65249E-07	8.53584E-08	2.32031E-06	3.27611E-07
K09883	2.58884E-06	1.84259E-06	5.78731E-07	1.5242E-06	2.12616E-07	3.72825E-07	1.90589E-07
K09884	2.84043E-07	2.54146E-07	6.47216E-08	3.0209E-07	4.03631E-07	3.3076E-07	3.65219E-07
K09885	4.64932E-07	1.04464E-07	5.27725E-08	3.16284E-07	1.72611E-07	3.00854E-08	8.8302E-07
K09886	4.39307E-07	4.03438E-08	3.18759E-08	1.86466E-08	1.76015E-07	2.22614E-09	8.53291E-08
K09888	9.81956E-05	5.66521E-05	0.000158494	0.000183045	0.000161314	0.00026978	2.71733E-06
K09889	8.60119E-05	1.73703E-05	0.000170957	0.000167449	0.000187806	4.35263E-06	2.85511E-06
K09890	1.06298E-05	1.39827E-06	0.000119532	0.000139482	0.000158957	1.70849E-06	9.99755E-07
K09891	1.18063E-05	1.39328E-06	0.000160267	9.3493E-05	0.000124454	1.26854E-06	5.03681E-07
K09892	1.07336E-05	1.95649E-06	0.00019937	0.000110719	0.000154105	1.68144E-06	3.63589E-07
K09893	1.36558E-05	2.48558E-06	0.000180128	0.000102252	0.000139509	1.57242E-06	2.56375E-07
K09894	6.20822E-06	2.47801E-06	0.000177568	0.00010164	0.000132322	1.41697E-06	3.35459E-07
K09895	6.57094E-05	2.53933E-06	0.000161448	9.15638E-05	0.000120017	1.07548E-06	8.11208E-07
K09896	7.41125E-06	1.52868E-06	0.000182082	0.000102117	0.000146847	1.47151E-06	0
K09897	1.00333E-05	1.4664E-06	0.000177348	9.90956E-05	0.000138471	1.57321E-06	1.54291E-06
K09898	1.28715E-05	1.63521E-06	0.00016258	8.86488E-05	0.000115218	1.39938E-06	1.25938E-06
K09899	5.48171E-06	1.27404E-06	0.000133341	6.75201E-05	9.97282E-05	1.16581E-06	3.27668E-08
K09900	1.45804E-05	1.93032E-06	0.000164033	9.03967E-05	0.000130465	1.37753E-06	1.16286E-07
K09901	7.74474E-06	1.19322E-06	0.000138467	7.85283E-05	0.000113358	1.01578E-06	0
K09902	5.53701E-05	2.15354E-06	0.000113562	6.88079E-05	8.9447E-05	1.02474E-06	2.18316E-06
K09903	0.00089683	0.00083745	0.000823244	0.000969391	0.001003373	0.000852836	0.000955811
K09904	1.74159E-05	1.93307E-06	0.000148492	8.72146E-05	0.000117952	1.15911E-06	0
K09905	3.67705E-06	4.52812E-06	1.94094E-07	9.19565E-07	5.50334E-08	1.3274E-07	8.52343E-08
K09906	5.28821E-05	1.53907E-06	0.000134506	7.78187E-05	0.000105168	1.16739E-06	7.50829E-07
K09907	1.26247E-05	1.09768E-06	0.000119934	7.28914E-05	9.23975E-05	8.91949E-07	6.9556E-07
K09908	7.00089E-06	1.0941E-06	0.000127177	7.77255E-05	0.000105357	1.12144E-06	1.44605E-06
K09909	3.81403E-05	1.79589E-06	0.000100355	6.42579E-05	7.65347E-05	1.1725E-06	3.83109E-07
K09910	5.25847E-06	1.3917E-06	0.000121483	6.97194E-05	8.9871E-05	1.10392E-06	0
K09911	6.96552E-06	1.15066E-06	0.000135589	8.08155E-05	0.000109707	9.93046E-07	6.70292E-07
K09912	3.27104E-06	3.95736E-07	2.86024E-07	6.8608E-08	2.60778E-08	5.8528E-07	1.1729E-06
K09913	1.29504E-05	6.56613E-07	1.03021E-06	5.73198E-07	1.62982E-07	6.84564E-07	2.15307E-06
K09914	6.69873E-06	3.26004E-07	3.7612E-07	1.12856E-06	8.56301E-07	9.86297E-07	1.2428E-06
K09915	4.14317E-06	8.3272E-07	1.48386E-06	7.43352E-06	7.46472E-07	8.08178E-07	9.45755E-07
K09916	6.14892E-05	7.44207E-07	8.57967E-07	3.09928E-07	2.27863E-08	5.30283E-07	5.45534E-07
K09917	2.44567E-06	9.93253E-07	0.000118848	6.86471E-05	9.01267E-05	8.90118E-07	4.36551E-11
K09918	2.26775E-06	2.86592E-07	4.3635E-08	7.67007E-08	1.27168E-07	4.55176E-07	8.51931E-07
K09919	4.20726E-06	1.62091E-06	8.85341E-07	1.81628E-06	4.58055E-07	8.29173E-07	3.05959E-06
K09920	3.79905E-06	8.13908E-07	1.49355E-07	9.80586E-08	1.46368E-08	6.63893E-07	1.58713E-06
K09921	1.42692E-05	1.4472E-06	8.287E-05	7.90663E-05	9.87807E-05	1.87253E-06	9.29992E-07
K09922	1.08323E-05	1.17203E-05	3.70472E-06	2.04987E-06	2.78838E-07	0.000621605	1.36197E-05
K09923	7.40163E-06	1.28932E-06	0.000184699	9.82653E-05	0.000133396	2.65636E-06	1.75035E-06
K09924	1.16301E-05	2.03048E-06	9.47708E-06	2.66763E-05	2.44594E-05	3.06881E-05	1.51646E-06
K09925	5.42776E-06	2.88824E-07	1.22323E-05	1.35415E-05	5.98348E-05	2.77555E-05	2.81684E-09
K09926	3.94005E-05	8.04929E-07	2.31375E-05	5.85256E-05	7.32722E-05	8.85248E-07	2.81851E-06
K09927	6.49018E-06	9.40251E-07	6.68872E-07	5.48991E-06	5.92766E-07	1.93967E-06	8.97997E-07
K09928	5.67524E-05	2.41327E-05	1.77444E-06	7.39192E-06	9.26328E-07	1.08264E-05	1.97087E-06
K09929	1.14736E-05	5.00112E-07	7.73501E-05	8.08301E-05	7.83386E-05	3.63785E-07	9.51662E-08
K09930	4.98986E-05	1.97839E-06	8.382E-05	0.000129042	9.77821E-05	7.03789E-07	4.07575E-06
K09931	2.50987E-06	2.49026E-06	6.75616E-06	2.19159E-06	6.18383E-06	8.93315E-07	2.20957E-07
K09932	5.02068E-06	7.45216E-07	1.37726E-07	9.04035E-07	3.64768E-07	7.79844E-07	1.83024E-06
K09933	6.52807E-06	1.19176E-06	3.88439E-07	1.22126E-06	2.05627E-07	1.52761E-06	1.02954E-06
K09934	7.24821E-08	8.40375E-08	8.04015E-08	1.65726E-07	5.85851E-08	4.72618E-07	5.95748E-07
K09935	3.57789E-05	9.17121E-06	4.91766E-05	0.000282128	9.91419E-05	6.83169E-05	6.20897E-06
K09936	0.000232528	6.62522E-05	6.51974E-05	5.26924E-05	8.21643E-05	3.69149E-05	1.10825E-05
K09937	6.74007E-06	7.17979E-07	2.39593E-06	1.39657E-05	2.45296E-06	1.42724E-06	0
K09938	4.77472E-07	6.08534E-08	5.67542E-08	1.27417E-07	1.62799E-07	8.68833E-08	5.89407E-07
K09939	5.0542E-06	1.69647E-06	1.23627E-06	3.36245E-06	3.09954E-07	0.000205445	2.83257E-05
K09940	7.71216E-05	5.95067E-05	8.7123E-05	0.000115525	0.00012006	1.89307E-05	2.33471E-06
K09941	4.0182E-06	4.20615E-07	2.25155E-05	6.2771E-05	8.24003E-05	2.33766E-07	6.59022E-07
K09942	4.88519E-07	9.08961E-08	4.01075E-07	1.09067E-06	4.82878E-07	2.36625E-06	7.52709E-08
K09943	2.31357E-06	2.73997E-06	2.45123E-05	6.62848E-05	7.57725E-05	3.9579E-08	3.74759E-07
K09944	3.57248E-07	1.29208E-06	9.35669E-07	4.48801E-06	7.12354E-06	1.69123E-08	8.20416E-08
K09945	1.02188E-05	4.97336E-06	4.06946E-06	1.77698E-05	1.40349E-05	3.87707E-06	2.8703E-06
K09946	6.47837E-06	1.10512E-06	0.000115848	0.000133912	0.000137226	1.01875E-05	7.23249E-07
K09947	2.17397E-07	2.60572E-07	1.33622E-07	1.77911E-07	5.62692E-08	4.85439E-07	9.20821E-07
K09948	1.83326E-06	4.14342E-07	8.4922E-08	2.71585E-08	1.12049E-08	1.03317E-06	7.9958E-07
K09949	9.2312E-06	1.53768E-06	4.39065E-05	9.5362E-05	0.000183271	2.01545E-05	2.32538E-06
K09950	1.22317E-06	2.8063E-07	1.55607E-06	8.78142E-06	1.93248E-06	3.27157E-07	2.48529E-06
K09951	0.00012632	7.25304E-05	0.00030038	0.00042081	0.000339903	0.000356437	0.000483182
K09952	8.29054E-05	5.67907E-06	0.000163401	0.000213814	0.000151648	0.00012045	0.000214213
K09953	0	0	0	1.18034E-09	5.19814E-10	1.33042E-09	0
K09954	3.84284E-06	8.14882E-07	1.02562E-05	9.62197E-05	9.43821E-06	1.72581E-05	2.87646E-06
K09955	2.4124E-05	4.56282E-06	6.61143E-06	5.03392E-06	4.50509E-06	0.001389008	2.28911E-05
K09956	1.66358E-06	8.11394E-07	4.4353E-05	9.40071E-05	4.93316E-05	4.63243E-08	2.57194E-07
K09957	2.45161E-06	4.29205E-06	1.79115E-07	1.12312E-06	6.71076E-08	1.87802E-07	2.55381E-07
K09958	7.59769E-06	1.21304E-06	2.44477E-07	2.26144E-07	2.16909E-07	5.66338E-07	4.29858E-06
K09959	9.23893E-06	4.36473E-07	5.41937E-07	4.34574E-07	1.83193E-07	2.04846E-07	6.28235E-07
K09960	2.61558E-06	2.39429E-06	1.08856E-05	1.10577E-05	1.08922E-05	5.85021E-06	9.32479E-05
K09961	3.13458E-06	1.54099E-06	1.00297E-05	9.13853E-06	8.5018E-06	3.90186E-06	1.78964E-05
K09962	2.08239E-05	5.96921E-06	0.000496014	0.000117346	0.00013009	5.82418E-07	4.10523E-06
K09963	0.000131702	5.96143E-05	1.49893E-05	3.73535E-05	5.85836E-05	6.18852E-06	0.001240894
K09964	1.04666E-06	8.32759E-08	6.16251E-07	2.67349E-07	1.14955E-06	3.61984E-05	1.37951E-07
K09965	1.50637E-06	1.48683E-07	1.14198E-07	9.35611E-07	1.17572E-07	1.92022E-07	2.63356E-07
K09966	5.75451E-06	1.05934E-06	2.55234E-07	3.32113E-07	7.71865E-08	1.6164E-06	3.69512E-07
K09967	4.91711E-06	9.31623E-07	5.73888E-07	3.04712E-06	2.30196E-07	1.2343E-05	3.77972E-06
K09968	4.02698E-06	8.41493E-07	4.21176E-05	6.64551E-05	5.81723E-05	2.72747E-06	3.75433E-07
K09969	7.84368E-06	2.33427E-06	1.78524E-06	1.40028E-05	4.14885E-07	1.16101E-05	2.30246E-06
K09970	7.48384E-06	1.25556E-05	4.01798E-06	1.4568E-05	5.49978E-06	9.11347E-06	1.05642E-05
K09971	9.6558E-06	2.37099E-06	5.11966E-06	1.96077E-05	6.64068E-06	1.11073E-05	6.60569E-06
K09972	2.38884E-05	2.69788E-05	6.73771E-05	0.000100161	0.000108514	4.71778E-05	0.000122863
K09973	7.0703E-06	1.62729E-06	1.4936E-06	5.66293E-06	4.59737E-06	3.02249E-05	6.02038E-07
K09974	7.89724E-06	6.7597E-07	1.58437E-05	6.39536E-05	6.17262E-05	6.36805E-05	3.55855E-06
K09975	2.99037E-06	1.28511E-06	4.47701E-07	1.93712E-06	5.72026E-07	1.21592E-06	9.24095E-07
K09976	0.000104684	4.91682E-05	0.000572091	0.000117205	0.000176824	1.84219E-05	0.000924155
K09977	5.20822E-06	6.25938E-07	1.76135E-05	4.03221E-05	7.40583E-05	6.74443E-07	1.92206E-06
K09978	3.32356E-06	1.05583E-07	9.4548E-08	2.54552E-06	2.42523E-08	6.12338E-07	4.02139E-08
K09979	1.13933E-05	4.94876E-06	1.68631E-05	4.71375E-05	7.29317E-05	1.99598E-05	6.32723E-07
K09980	1.19489E-06	2.1158E-07	2.3402E-08	3.44286E-07	1.64985E-08	5.36393E-07	2.91722E-06
K09981	1.19272E-05	4.61123E-06	7.00311E-06	3.99699E-05	8.74361E-06	1.01875E-05	2.90981E-06
K09982	5.36277E-06	0	7.86788E-08	2.12269E-08	2.51662E-09	7.36781E-07	2.86335E-07
K09983	1.92282E-06	1.35119E-07	1.10433E-07	6.3565E-07	4.0347E-08	7.03102E-08	1.86863E-06
K09984	1.30734E-05	3.25782E-05	1.16208E-06	4.10532E-06	1.86072E-06	3.85525E-06	9.5101E-08
K09985	3.64141E-06	8.2186E-07	6.21475E-07	2.31701E-06	2.20512E-07	1.23576E-05	3.41475E-07
K09986	4.93056E-06	9.27956E-07	4.66997E-07	1.29876E-06	8.13591E-08	3.62505E-07	8.41324E-07
K09987	2.69188E-06	7.57139E-07	1.26933E-07	6.30838E-08	4.56898E-07	6.59917E-06	1.65826E-07
K09988	4.28795E-06	1.91237E-05	3.16812E-06	5.74627E-06	8.58493E-06	3.61806E-05	2.49885E-06
K09989	2.34708E-05	5.3583E-05	9.96972E-07	1.34098E-06	5.85692E-07	1.58868E-05	3.40682E-06
K09990	1.13712E-06	3.43277E-07	2.64297E-07	4.90314E-07	2.4235E-07	1.15349E-07	6.32696E-07
K09991	3.00912E-05	1.07601E-05	9.38654E-06	4.58207E-05	1.43341E-05	1.15909E-05	1.08557E-05
K09992	5.59656E-05	0.000139629	1.22526E-06	4.41261E-07	1.21804E-07	4.54901E-05	9.23467E-07
K09993	4.33441E-06	1.94424E-06	1.39798E-06	7.3635E-06	4.18982E-06	9.67131E-07	5.0476E-07
K09994	2.19784E-07	7.98798E-07	9.96873E-08	8.94179E-08	2.45218E-07	1.62674E-06	7.46763E-06
K09995	2.55286E-07	1.27062E-06	6.17817E-07	1.68956E-06	3.78442E-07	2.57786E-06	4.1203E-07
K09996	1.30025E-05	8.62778E-07	4.87139E-06	1.0985E-05	1.40783E-05	2.53504E-06	3.20618E-06
K09997	2.76265E-05	2.6163E-06	0.000161949	0.000113043	0.000137844	6.12328E-06	3.81566E-06
K09998	1.41306E-05	1.55737E-06	0.000154219	8.56073E-05	0.000120263	1.09926E-06	2.23897E-07
K09999	2.29015E-05	1.79407E-06	0.000151884	8.33382E-05	0.000116841	1.54522E-06	9.82618E-07
K10000	1.36417E-05	1.40683E-05	0.000153892	9.28694E-05	0.000128684	9.40341E-06	2.9345E-05
K10001	1.20804E-05	1.12546E-06	1.30506E-06	3.57584E-06	6.3572E-07	7.5781E-06	3.82275E-06
K10002	1.28709E-05	1.62545E-06	4.34969E-06	6.19557E-06	7.44337E-06	1.06069E-05	2.54433E-05
K10003	5.32742E-06	1.40481E-06	2.27166E-06	3.62554E-06	1.15037E-06	6.34141E-06	3.56256E-05
K10004	3.48722E-05	1.63502E-05	2.70128E-05	3.90467E-05	4.56039E-05	4.18209E-05	7.99789E-05
K10005	1.03868E-05	3.61941E-05	4.55984E-05	0.000115855	3.82438E-05	5.04774E-06	8.03525E-05
K10006	6.36297E-06	3.25188E-05	2.11736E-05	5.34834E-05	1.72074E-05	1.94172E-06	7.40799E-05
K10007	6.91516E-06	3.3484E-05	3.84068E-05	7.46795E-05	3.84698E-05	3.12276E-06	7.07881E-05
K10008	2.4317E-05	8.52341E-05	5.84119E-05	0.000135983	6.62343E-05	2.55529E-05	0.000173493
K10009	5.34002E-06	1.51586E-06	1.10344E-05	3.23366E-05	1.60991E-05	8.75999E-06	1.95508E-05
K10010	2.37176E-05	1.76459E-05	3.46883E-05	4.86576E-05	4.8103E-05	4.19243E-05	4.28585E-05
K10011	3.30395E-06	2.62534E-07	2.14015E-07	4.89553E-07	4.68513E-07	2.37539E-06	9.55371E-07
K10012	1.03833E-05	2.73211E-06	1.09783E-05	2.18637E-05	3.11645E-05	8.44973E-05	7.22507E-06
K10013	1.22666E-05	1.35561E-06	2.49472E-06	6.76365E-06	7.29284E-06	5.86568E-06	5.31695E-06
K10014	5.53495E-06	5.34363E-07	1.3585E-06	6.9103E-06	2.52578E-06	2.45077E-06	6.45766E-06
K10015	1.06283E-05	8.40622E-07	1.03631E-06	4.2514E-06	1.37403E-06	1.36725E-06	1.45611E-05
K10016	7.19787E-06	1.21313E-06	6.49728E-06	6.545E-06	4.21825E-06	1.70467E-06	4.58856E-06
K10017	3.54147E-05	2.81758E-05	2.03859E-05	3.0525E-05	3.46769E-05	3.35686E-05	6.75786E-05
K10018	2.35891E-06	4.69087E-08	1.28239E-07	5.02981E-07	7.30092E-08	2.72503E-07	2.33477E-07
K10019	4.99216E-06	4.85075E-08	1.12723E-07	5.55438E-07	3.02317E-07	3.71994E-07	1.48031E-07
K10020	3.46805E-06	9.92539E-08	7.54709E-08	1.00147E-07	2.0449E-07	1.17659E-07	8.67121E-07
K10021	6.21197E-06	2.76158E-06	4.07868E-06	6.05792E-06	6.04394E-06	6.01776E-06	9.99623E-06
K10022	2.60359E-06	4.60574E-07	4.60506E-07	3.8499E-06	1.17142E-06	3.10758E-07	2.46026E-06
K10023	2.95586E-06	2.30063E-08	2.462E-07	1.00582E-06	3.69764E-07	2.3483E-07	1.31833E-06
K10024	4.25789E-06	1.47297E-07	1.82633E-06	2.48791E-06	9.86107E-07	4.38397E-07	7.21648E-07
K10025	6.88211E-06	3.4317E-06	5.36822E-06	2.86276E-06	2.87399E-06	1.03473E-06	5.47874E-06
K10026	0.000201381	0.000106615	0.00045698	0.000152949	0.00019541	0.000139982	8.9171E-06
K10027	0.000102817	1.23777E-05	2.38737E-06	4.39612E-05	1.83166E-06	8.6418E-07	7.8579E-07
K10028	0	0	2.17916E-09	6.43311E-09	0	3.06741E-09	0
K10029	0	3.74951E-12	0	5.9583E-10	1.62296E-09	4.09097E-08	0
K10030	3.69426E-08	6.09356E-09	1.655E-08	1.08532E-07	3.27562E-09	1.59142E-08	4.00036E-07
K10031	0	3.74731E-08	1.98771E-09	1.335E-07	3.67324E-09	5.48721E-08	0
K10032	1.32379E-08	2.84718E-08	0	0	2.89863E-09	1.59209E-09	0
K10033	7.15759E-08	2.31917E-08	2.96227E-08	3.14572E-07	5.02547E-08	9.42221E-08	1.88818E-09
K10034	0	0	0	0	0	1.85532E-09	0
K10035	0	0	1.87137E-07	8.04591E-07	1.33712E-07	2.41193E-08	8.57404E-10
K10036	2.18821E-05	2.83903E-06	5.26126E-05	8.86748E-05	0.000243491	3.15931E-05	3.12623E-05
K10037	7.08963E-06	1.28255E-06	7.00503E-06	9.77204E-06	2.14512E-05	9.6923E-06	7.17944E-06
K10038	4.0687E-05	7.00473E-05	3.97401E-05	4.3828E-05	4.8865E-05	3.55767E-05	7.27472E-05
K10039	5.01442E-05	1.61609E-05	0.000815183	0.000344944	0.000437566	6.17479E-05	0.001005648
K10040	4.34371E-05	1.59232E-05	0.000850367	0.000338296	0.000464965	4.99855E-05	0.00089089
K10041	0.000101658	0.000107422	0.000785249	0.000426342	0.000496842	0.000132932	0.000747103
K10044	0	0	3.81281E-08	2.97279E-07	3.0461E-08	4.18853E-09	7.12386E-08
K10045	4.45454E-07	2.80509E-08	3.27281E-07	1.7945E-06	5.13792E-08	2.76427E-07	4.77803E-08
K10046	2.6982E-07	2.14936E-08	3.06254E-08	1.98871E-07	1.06611E-08	2.06228E-07	0
